time,tavg,tmin,tmax,prcp
2019-08-21,30.9,25.4,35.0,8.9
2019-08-22,29.8,25.6,33.7,0.0
2019-08-23,30.7,25.6,36.0,0.0
2019-08-24,30.4,24.3,35.3,0.5
2019-08-25,31.4,24.5,35.0,8.9
2019-08-26,31.9,26.8,35.0,0.0
2019-08-27,32.0,27.0,36.0,
2019-08-28,30.6,25.0,36.0,
2019-08-29,31.8,23.0,37.0,
2019-08-30,30.6,25.6,37.0,
2019-08-31,30.6,24.0,35.6,
2019-09-01,30.5,25.0,33.0,4.1
2019-09-02,30.1,24.6,34.0,0.0
2019-09-03,29.5,23.8,34.0,17.0
2019-09-04,30.2,24.4,35.0,3.0
2019-09-05,31.2,24.4,34.4,9.9
2019-09-06,31.1,27.5,35.0,0.0
2019-09-07,31.7,26.6,37.0,
2019-09-08,32.0,27.6,36.0,
2019-09-09,31.4,27.2,36.4,
2019-09-10,30.9,28.0,36.0,
2019-09-11,28.9,26.0,36.3,0.0
2019-09-12,28.2,22.6,34.0,13.0
2019-09-13,29.0,24.4,34.6,5.1
2019-09-14,29.6,24.4,34.4,0.0
2019-09-15,29.7,25.6,35.2,
2019-09-16,30.4,25.4,35.2,
2019-09-17,29.0,25.2,35.0,0.5
2019-09-18,28.3,26.0,32.8,0.0
2019-09-19,27.3,22.2,31.2,95.0
2019-09-20,28.6,25.2,32.0,3.0
2019-09-21,28.3,25.2,33.0,0.0
2019-09-22,27.5,25.0,32.8,0.0
2019-09-23,30.0,25.0,33.4,54.1
2019-09-24,29.0,26.0,33.5,5.1
2019-09-25,27.7,25.0,33.1,10.9
2019-09-26,28.8,23.2,32.6,23.9
2019-09-27,29.3,25.2,32.4,0.0
2019-09-28,29.7,25.2,33.0,
2019-09-29,29.7,26.4,33.0,
2019-09-30,29.1,25.8,34.0,
2019-10-01,29.7,24.9,34.0,
2019-10-02,29.8,25.7,34.6,
2019-10-03,30.0,25.6,34.1,
2019-10-04,29.9,26.0,34.1,
2019-10-05,29.8,25.4,34.2,
2019-10-06,29.9,26.2,33.8,
2019-10-07,30.3,25.6,35.0,0.0
2019-10-08,30.0,26.1,34.2,
2019-10-09,29.9,25.6,34.0,0.0
2019-10-10,29.1,26.6,36.0,
2019-10-11,29.9,25.6,33.4,
2019-10-12,30.4,26.4,34.2,0.0
2019-10-13,30.2,26.6,34.2,
2019-10-14,29.8,27.0,34.0,0.0
2019-10-15,29.1,26.0,33.9,7.9
2019-10-16,27.2,23.8,33.4,6.1
2019-10-17,25.8,24.0,30.4,53.1
2019-10-18,27.7,24.0,31.4,11.9
2019-10-19,27.3,24.6,31.5,2.0
2019-10-20,26.8,25.0,30.6,3.0
2019-10-21,25.9,23.4,29.9,65.0
2019-10-22,25.4,23.0,27.3,18.0
2019-10-23,28.2,23.6,32.0,1.0
2019-10-24,27.8,23.6,32.2,1.0
2019-10-25,27.8,25.6,30.4,0.0
2019-10-26,27.7,23.4,31.2,25.9
2019-10-27,28.7,24.8,32.4,0.0
2019-10-28,27.8,23.6,32.6,37.1
2019-10-29,27.9,23.6,32.0,7.9
2019-10-30,25.7,23.5,32.8,55.9
2019-10-31,27.3,23.6,30.0,17.0
2019-11-01,28.6,23.5,32.0,0.3
2019-11-02,28.8,24.5,32.6,0.0
2019-11-03,28.6,25.2,32.6,
2019-11-04,28.6,25.0,33.0,
2019-11-05,28.9,22.6,33.1,
2019-11-06,28.9,22.8,34.0,
2019-11-07,29.3,24.7,34.0,
2019-11-08,30.3,24.5,35.0,
2019-11-09,29.1,25.4,34.7,
2019-11-10,28.8,24.2,33.2,
2019-11-11,28.6,23.8,33.2,
2019-11-12,29.1,24.8,34.0,
2019-11-13,28.5,24.6,32.3,
2019-11-14,28.1,24.8,32.0,
2019-11-15,27.1,24.4,31.8,7.1
2019-11-16,27.9,24.8,31.0,0.0
2019-11-17,27.4,24.8,31.6,
2019-11-18,28.3,25.2,32.0,4.1
2019-11-19,27.2,24.8,32.0,3.0
2019-11-20,27.7,24.6,32.0,21.1
2019-11-21,27.6,23.5,31.6,42.9
2019-11-22,27.1,25.0,31.0,7.1
2019-11-23,25.7,23.2,30.3,23.1
2019-11-24,27.1,22.6,30.8,6.1
2019-11-25,26.9,25.0,30.8,1.0
2019-11-26,27.6,22.7,31.0,0.0
2019-11-27,28.5,26.6,32.0,0.0
2019-11-28,27.7,23.7,31.1,45.0
2019-11-29,27.9,24.4,30.0,18.0
2019-11-30,26.3,23.6,30.3,23.9
2019-12-01,25.3,23.4,29.8,70.1
2019-12-02,26.6,23.2,29.0,58.9
2019-12-03,27.8,25.2,30.2,7.9
2019-12-04,27.4,25.8,30.6,2.0
2019-12-05,27.3,22.8,30.3,0.0
2019-12-06,26.8,25.0,31.0,
2019-12-07,25.4,23.6,29.4,4.1
2019-12-08,26.7,23.1,30.0,3.0
2019-12-09,27.3,23.5,31.0,0.0
2019-12-10,26.4,23.0,31.0,0.0
2019-12-11,26.9,22.1,30.8,
2019-12-12,27.4,23.0,31.0,
2019-12-13,26.3,23.4,29.6,
2019-12-14,25.3,22.9,28.6,
2019-12-15,26.1,22.5,30.6,
2019-12-16,26.6,23.5,30.6,
2019-12-17,26.8,23.4,30.0,0.0
2019-12-18,27.4,23.9,30.4,
2019-12-19,27.1,25.0,30.0,0.0
2019-12-20,26.9,23.0,30.0,
2019-12-21,26.5,22.4,30.0,
2019-12-22,25.8,22.6,30.0,
2019-12-23,26.1,21.2,30.6,
2019-12-24,25.3,24.1,30.3,0.0
2019-12-25,26.2,22.8,29.0,1.0
2019-12-26,25.2,21.1,30.0,0.0
2019-12-27,26.1,21.1,30.0,
2019-12-28,26.2,21.8,31.0,0.0
2019-12-29,26.0,22.0,30.0,
2019-12-30,25.9,21.8,30.4,11.9
2019-12-31,27.1,23.2,30.0,6.1
2020-01-01,25.7,22.5,30.3,27.9
2020-01-02,27.6,23.4,31.0,33.0
2020-01-03,27.9,24.0,31.2,0.0
2020-01-04,28.0,24.5,31.2,
2020-01-05,27.7,25.2,31.6,0.0
2020-01-06,27.1,23.6,31.0,0.8
2020-01-07,27.4,25.4,30.1,2.0
2020-01-08,25.8,22.6,30.2,0.0
2020-01-09,25.4,20.3,30.0,
2020-01-10,25.5,19.9,30.0,
2020-01-11,25.7,20.6,30.2,
2020-01-12,25.7,22.8,30.0,
2020-01-13,24.7,22.0,29.0,
2020-01-14,24.7,18.2,29.7,
2020-01-15,25.7,20.0,30.0,
2020-01-16,25.8,20.2,31.0,
2020-01-17,26.7,20.8,30.1,
2020-01-18,27.1,24.6,30.0,
2020-01-19,27.2,25.0,31.0,
2020-01-20,26.6,21.6,31.0,
2020-01-21,26.0,21.6,31.5,
2020-01-22,26.4,22.0,30.4,
2020-01-23,26.3,23.0,31.0,
2020-01-24,25.4,20.4,31.1,
2020-01-25,24.9,19.5,31.0,
2020-01-26,25.9,19.8,31.0,
2020-01-27,26.6,21.0,31.6,
2020-01-28,27.5,21.1,32.4,
2020-01-29,27.1,21.6,32.7,
2020-01-30,27.0,21.8,32.0,
2020-01-31,27.2,22.0,32.4,
2020-02-01,27.4,22.9,31.7,
2020-02-02,26.9,22.0,31.8,
2020-02-03,26.8,21.6,31.0,
2020-02-04,26.7,22.5,31.0,
2020-02-05,27.2,21.2,31.2,
2020-02-06,26.9,20.8,31.6,
2020-02-07,27.4,21.8,32.1,
2020-02-08,27.8,22.0,32.0,
2020-02-09,27.5,23.2,32.2,
2020-02-10,27.6,23.0,31.5,
2020-02-11,27.8,22.6,33.0,
2020-02-12,27.2,24.0,31.6,
2020-02-13,26.9,22.8,32.0,
2020-02-14,26.8,23.0,33.0,
2020-02-15,26.5,20.9,34.0,
2020-02-16,26.3,19.6,34.4,
2020-02-17,26.4,20.6,32.0,
2020-02-18,26.1,20.4,32.0,
2020-02-19,26.8,20.6,31.9,
2020-02-20,26.8,23.0,32.0,
2020-02-21,27.3,20.5,31.5,
2020-02-22,27.8,25.2,31.6,
2020-02-23,28.1,25.0,32.0,
2020-02-24,27.7,22.6,31.4,
2020-02-25,28.3,23.4,32.4,
2020-02-26,28.3,24.0,33.0,
2020-02-27,28.2,23.6,33.2,
2020-02-28,28.1,24.8,32.6,
2020-02-29,28.3,23.4,32.6,
2020-03-01,28.2,25.4,32.4,
2020-03-02,27.9,23.0,32.4,
2020-03-03,28.6,23.4,33.2,
2020-03-04,28.6,22.6,35.0,
2020-03-05,28.7,23.4,34.7,
2020-03-06,28.8,24.8,33.8,
2020-03-07,28.8,25.5,32.5,
2020-03-08,28.7,26.0,32.6,
2020-03-09,28.2,22.4,33.4,
2020-03-10,28.3,23.6,33.4,
2020-03-11,28.3,23.4,33.6,
2020-03-12,28.6,23.6,33.3,
2020-03-13,28.1,23.6,33.5,
2020-03-14,27.4,24.0,33.2,
2020-03-15,28.8,24.5,33.2,
2020-03-16,29.3,25.0,33.6,
2020-03-17,29.3,24.4,34.3,
2020-03-18,29.2,25.0,34.5,
2020-03-19,29.7,24.6,34.6,
2020-03-20,29.2,24.5,35.2,
2020-03-21,29.4,25.1,34.5,
2020-03-22,29.3,26.3,34.4,
2020-03-23,28.8,24.8,34.5,
2020-03-24,28.8,24.0,33.6,
2020-03-25,28.7,24.4,33.5,
2020-03-26,29.1,24.8,33.6,
2020-03-27,29.0,24.1,34.4,
2020-03-28,28.5,23.6,34.3,
2020-03-29,28.8,24.4,34.4,
2020-03-30,28.7,22.8,34.6,
2020-03-31,29.3,24.4,35.0,
2020-04-01,30.1,24.1,36.0,
2020-04-02,30.3,24.9,36.2,
2020-04-03,29.9,25.5,36.6,
2020-04-04,30.0,24.4,34.9,
2020-04-05,30.7,26.4,34.7,
2020-04-06,30.9,27.5,35.4,
2020-04-07,30.7,26.9,35.4,
2020-04-08,30.8,27.5,35.8,
2020-04-09,27.9,24.0,35.6,
2020-04-10,29.8,23.2,35.2,
2020-04-11,29.8,25.8,34.6,
2020-04-12,29.6,25.5,34.6,
2020-04-13,29.6,24.7,34.6,
2020-04-14,29.6,24.6,34.7,
2020-04-15,30.2,25.2,34.6,
2020-04-16,30.3,24.8,35.1,
2020-04-17,31.2,26.4,35.2,
2020-04-18,31.2,27.1,36.6,
2020-04-19,30.9,27.2,36.6,
2020-04-20,30.7,27.6,35.6,
2020-04-21,31.2,26.4,35.6,
2020-04-22,31.2,26.8,36.0,
2020-04-23,31.5,27.2,36.2,
2020-04-24,31.9,28.0,36.7,
2020-04-25,32.3,28.7,37.5,
2020-04-26,28.1,22.6,38.0,8.9
2020-04-27,31.2,26.6,36.0,3.0
2020-04-28,31.4,27.6,36.0,0.0
2020-04-29,30.9,27.7,35.4,
2020-04-30,31.5,26.8,35.4,
2020-05-01,32.3,28.0,38.0,
2020-05-02,31.9,28.6,38.0,
2020-05-03,31.8,27.3,36.8,
2020-05-04,31.8,27.4,37.4,
2020-05-05,32.0,27.6,37.2,
2020-05-06,31.8,27.4,37.2,
2020-05-07,32.3,27.3,37.8,
2020-05-08,32.4,28.5,38.0,
2020-05-09,32.3,28.4,38.2,
2020-05-10,31.9,28.4,37.2,
2020-05-11,31.9,27.6,37.0,
2020-05-12,30.8,28.4,36.4,0.0
2020-05-13,31.5,26.6,36.2,
2020-05-14,31.9,28.0,37.4,
2020-05-15,32.3,28.0,37.0,
2020-05-16,32.3,28.7,37.4,
2020-05-17,32.2,28.6,37.6,
2020-05-18,32.3,27.4,38.0,
2020-05-19,34.8,25.7,41.0,5.1
2020-05-20,35.1,31.0,42.0,0.0
2020-05-21,34.1,29.9,42.0,
2020-05-22,33.9,29.0,42.5,
2020-05-23,32.6,29.4,41.2,
2020-05-24,32.4,29.6,38.8,
2020-05-25,32.8,29.4,39.0,
2020-05-26,33.1,29.4,37.0,
2020-05-27,32.7,29.2,37.5,
2020-05-28,33.3,29.8,39.0,
2020-05-29,33.5,28.6,41.0,
2020-05-30,32.8,29.6,40.0,
2020-05-31,32.3,29.0,38.7,
2020-06-01,32.4,29.0,37.6,
2020-06-02,32.7,29.0,38.0,
2020-06-03,32.6,29.0,38.0,
2020-06-04,33.2,28.6,39.0,
2020-06-05,32.7,30.0,40.2,
2020-06-06,32.4,27.6,40.0,
2020-06-07,32.9,27.1,39.4,
2020-06-08,33.5,29.0,39.0,
2020-06-09,32.9,28.8,39.7,
2020-06-10,31.8,30.0,37.6,0.0
2020-06-11,29.2,25.4,34.4,2.0
2020-06-12,32.1,25.3,36.0,0.5
2020-06-13,33.3,27.5,38.0,0.0
2020-06-14,33.8,28.6,39.0,
2020-06-15,34.1,29.6,40.1,
2020-06-16,33.0,29.2,40.4,
2020-06-17,33.6,28.8,40.6,0.0
2020-06-18,33.6,29.4,40.2,
2020-06-19,33.6,29.7,40.2,
2020-06-20,32.9,29.4,40.7,
2020-06-21,31.6,26.8,38.6,0.0
2020-06-22,31.1,26.1,38.4,2.0
2020-06-23,30.6,26.4,38.8,0.5
2020-06-24,31.1,26.1,38.4,0.3
2020-06-25,30.3,27.3,37.1,0.0
2020-06-26,31.2,26.6,35.4,0.0
2020-06-27,31.2,28.0,35.0,
2020-06-28,30.1,26.0,36.0,
2020-06-29,31.2,25.9,35.6,
2020-06-30,30.7,26.1,36.2,2.0
2020-07-01,30.8,26.8,37.4,0.0
2020-07-02,30.0,26.6,34.2,7.1
2020-07-03,29.7,25.2,36.2,2.0
2020-07-04,29.3,24.0,36.7,8.9
2020-07-05,30.4,26.4,33.6,0.0
2020-07-06,30.9,27.8,34.0,0.0
2020-07-07,31.6,27.0,37.4,
2020-07-08,30.4,26.3,38.2,0.0
2020-07-09,30.3,26.6,37.4,
2020-07-10,28.8,23.0,36.2,115.1
2020-07-11,29.4,23.2,35.0,19.1
2020-07-12,29.8,25.6,36.4,0.0
2020-07-13,29.2,22.6,37.1,74.9
2020-07-14,29.5,26.0,34.0,0.0
2020-07-15,29.1,26.0,33.0,
2020-07-16,28.7,25.2,32.5,2.0
2020-07-17,30.1,25.2,33.0,0.3
2020-07-18,29.9,26.6,33.3,0.0
2020-07-19,28.3,26.6,33.0,24.9
2020-07-20,30.1,24.9,33.4,17.0
2020-07-21,30.5,27.2,34.0,0.0
2020-07-22,30.4,26.8,34.0,
2020-07-23,30.4,26.9,34.6,
2020-07-24,30.1,26.8,34.9,
2020-07-25,29.3,26.4,35.0,
2020-07-26,29.7,25.0,35.3,
2020-07-27,31.4,26.2,35.2,0.5
2020-07-28,29.1,23.4,36.0,0.0
2020-07-29,26.6,23.3,36.0,24.9
2020-07-30,30.3,25.8,34.6,6.1
2020-07-31,30.4,27.4,35.4,0.0
2020-08-01,29.3,25.2,35.8,
2020-08-02,28.9,24.8,34.2,
2020-08-03,28.9,24.0,34.7,16.0
2020-08-04,29.8,26.8,33.0,0.3
2020-08-05,30.2,25.4,34.0,0.0
2020-08-06,30.7,26.6,34.2,
2020-08-07,31.3,26.6,35.0,
2020-08-08,30.1,23.8,35.6,
2020-08-09,28.4,23.8,34.9,62.0
2020-08-10,29.8,25.5,33.5,0.0
2020-08-11,29.9,26.4,34.0,
2020-08-12,29.9,26.4,32.0,17.0
2020-08-13,29.8,27.0,33.0,0.0
2020-08-14,29.6,24.9,33.2,2.0
2020-08-15,29.6,25.6,32.1,0.0
2020-08-16,29.9,25.6,33.0,
2020-08-17,30.5,26.0,34.0,0.0
2020-08-18,30.3,27.2,34.8,0.0
2020-08-19,30.2,27.2,34.0,
2020-08-20,30.3,27.9,34.3,
2020-08-21,30.9,26.5,35.0,
2020-08-22,30.0,27.0,35.2,
2020-08-23,29.6,27.4,34.6,0.0
2020-08-24,28.9,25.8,33.0,
2020-08-25,29.2,27.0,34.0,
2020-08-26,29.5,25.6,34.6,
2020-08-27,29.3,25.0,36.0,
2020-08-28,30.1,25.2,35.7,0.0
2020-08-29,30.4,27.4,35.0,
2020-08-30,30.4,27.2,36.3,
2020-08-31,30.4,26.0,35.5,1.0
2020-09-01,29.1,25.0,34.8,4.1
2020-09-02,29.3,25.5,33.9,0.0
2020-09-03,29.7,26.2,33.4,1.0
2020-09-04,29.4,26.2,34.6,1.0
2020-09-05,29.3,27.0,33.3,0.0
2020-09-06,29.4,26.0,33.8,
2020-09-07,28.6,27.0,34.0,
2020-09-08,29.9,25.0,34.5,0.0
2020-09-09,27.9,25.6,34.6,
2020-09-10,28.6,25.5,34.0,0.0
2020-09-11,30.2,26.7,33.0,
2020-09-12,27.9,25.6,33.6,0.3
2020-09-13,26.1,24.6,32.5,0.5
2020-09-14,27.5,23.2,31.8,24.9
2020-09-15,28.3,25.0,31.8,2.0
2020-09-16,28.9,26.0,32.0,0.5
2020-09-17,29.1,24.5,33.0,20.1
2020-09-18,28.0,26.0,32.6,0.0
2020-09-19,27.2,23.1,33.2,75.9
2020-09-20,27.2,25.0,30.6,0.0
2020-09-21,29.0,24.7,32.0,0.0
2020-09-22,30.2,24.7,34.0,
2020-09-23,30.2,25.2,35.0,
2020-09-24,30.4,25.8,35.2,
2020-09-25,29.1,26.4,35.8,
2020-09-26,28.9,25.4,34.2,
2020-09-27,29.2,26.7,33.0,
2020-09-28,28.3,24.8,34.4,
2020-09-29,27.4,23.8,35.1,
2020-09-30,27.9,23.2,34.8,
2020-10-01,28.9,25.3,32.4,
2020-10-02,30.5,25.6,35.0,
2020-10-03,30.6,26.3,35.6,
2020-10-04,30.3,27.2,34.4,
2020-10-05,31.0,26.8,35.6,
2020-10-06,31.2,26.0,36.6,
2020-10-07,29.9,26.8,37.2,
2020-10-08,30.3,27.3,36.8,
2020-10-09,28.4,25.0,34.8,
2020-10-10,27.2,24.8,34.5,
2020-10-11,28.4,24.6,32.2,0.0
2020-10-12,28.2,24.5,33.0,
2020-10-13,30.1,25.0,33.5,
2020-10-14,30.3,25.2,34.0,
2020-10-15,30.2,24.8,35.2,
2020-10-16,30.4,27.0,35.5,
2020-10-17,28.4,25.6,35.3,5.1
2020-10-18,26.2,25.6,32.3,1.0
2020-10-19,28.9,25.3,33.0,8.9
2020-10-20,26.9,25.6,33.6,0.3
2020-10-21,27.9,25.3,30.6,6.1
2020-10-22,27.4,24.8,34.6,3.0
2020-10-23,28.3,23.6,34.0,51.1
2020-10-24,28.3,24.9,34.2,0.3
2020-10-25,29.1,25.2,34.3,0.3
2020-10-26,29.1,25.2,34.0,0.0
2020-10-27,28.4,25.3,33.6,
2020-10-28,26.8,25.5,31.5,
2020-10-29,25.0,23.2,29.2,57.9
2020-10-30,27.9,23.4,32.0,3.0
2020-10-31,28.2,23.6,33.1,0.0
2020-11-01,28.4,23.8,33.1,
2020-11-02,28.9,25.0,32.0,
2020-11-03,29.0,24.9,33.0,
2020-11-04,27.8,25.0,32.8,0.0
2020-11-05,28.5,26.0,32.0,33.0
2020-11-06,28.1,25.0,32.6,10.9
2020-11-07,26.5,24.5,32.1,23.1
2020-11-08,28.0,23.5,31.0,33.0
2020-11-09,27.2,23.0,31.0,0.0
2020-11-10,26.5,21.2,31.2,
2020-11-11,25.7,23.8,30.7,
2020-11-12,25.3,24.0,29.7,
2020-11-13,28.2,24.2,30.2,
2020-11-14,28.7,25.0,32.0,1.0
2020-11-15,26.9,23.4,32.1,13.0
2020-11-16,25.6,24.0,30.0,22.1
2020-11-17,26.8,22.8,30.6,29.0
2020-11-18,27.4,25.0,31.1,4.1
2020-11-19,28.5,24.8,34.0,0.5
2020-11-20,28.3,24.0,33.0,0.0
2020-11-21,27.8,22.0,33.0,
2020-11-22,27.7,21.1,32.0,
2020-11-23,28.3,23.4,33.0,
2020-11-24,26.3,22.7,31.4,71.1
2020-11-25,26.0,21.0,27.0,147.1
2020-11-26,25.0,21.6,28.0,114.0
2020-11-27,26.1,19.3,30.0,6.1
2020-11-28,27.7,20.8,32.0,0.0
2020-11-29,27.2,22.4,30.0,
2020-11-30,27.6,22.5,31.0,3.0
2020-12-01,27.3,21.6,30.6,0.0
2020-12-02,26.8,23.4,29.6,
2020-12-03,26.3,22.0,28.0,46.0
2020-12-04,26.1,23.0,27.0,57.9
2020-12-05,26.4,22.0,28.0,40.9
2020-12-06,27.9,22.6,31.0,21.1
2020-12-07,27.4,22.3,30.0,7.9
2020-12-08,27.8,21.9,32.0,27.9
2020-12-09,27.3,23.0,31.0,8.9
2020-12-10,26.4,21.0,31.0,0.0
2020-12-11,26.0,20.5,31.0,
2020-12-12,26.5,20.6,31.0,
2020-12-13,26.8,21.2,31.0,
2020-12-14,26.5,21.0,31.0,
2020-12-15,28.1,21.5,32.0,
2020-12-16,27.7,23.2,30.8,3.0
2020-12-17,27.6,24.1,30.0,7.9
2020-12-18,27.3,23.0,32.0,0.0
2020-12-19,27.2,23.4,31.0,0.0
2020-12-20,27.1,22.0,30.0,
2020-12-21,26.1,21.1,30.0,
2020-12-22,25.1,20.6,29.6,
2020-12-23,25.3,20.4,29.0,
2020-12-24,25.3,19.4,30.0,
2020-12-25,25.8,20.1,30.0,
2020-12-26,25.9,20.5,30.0,
2020-12-27,25.9,21.5,30.0,
2020-12-28,26.5,21.0,30.0,
2020-12-29,27.1,23.4,30.0,
2020-12-30,27.2,24.0,29.4,
2020-12-31,27.1,25.0,30.0,
